"score","text","name"
0,"RT @iFaridoon: Hey Arnab Goswamy u questioned @BeingSalmanKhan 's 50+ age... Come here.. Watch the superstar make crowd Go CRAZY #StarScree…","SalmanKhan"
0,"RT @Lucky_1627: Most Loved Megastar @BeingSalmanKhan 
@ppritam009 @bansode_sunny @Being_Kunnu_ @SKsCombat @SanaAfsal @LoyalSalmanFan @Sabin…","SalmanKhan"
0,"RT @salmanuniv: Picture Of The Day ! 

@BeingSalmanKhan @iamsrk https://t.co/2JavgW6fC6","SalmanKhan"
0,"RT @TeamDaisyShah_: Our gorgeous @ShahDaisy25 and the handsome @BeingSalmanKhan at Star Screen Awards. So happy to see our Jai &amp; Rinky toge…","SalmanKhan"
0,"@ColorsTV @BeingSalmanKhan  @BeingSalmanClub @SalmanKhanForum @SalmanKhanTwitt @SalmanManiaFC @BSKFanClub All d looks make me n all Creazy","SalmanKhan"
0,"RT @SRKswarrior: First tweet shit like Salman .
Then get trolled .
Then cry foul <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> 
Aukaat @beingsalmankhan chutiya @Aani_Fatima 

 https…","SalmanKhan"
0,"RT @Popdiarieslive: Exclusive Video: A glimpse of @BeingSalmanKhan's Performance last night at 23rd Star Screen Awards. #StarScreenAwards h…","SalmanKhan"
0,"RT @SRKswarrior: ""Theme is friendship, so who better than @iamsrk &amp; me..."" - @BeingSalmanKhan 

#RaeesTrailerIn2Days

https://t.co/ypUQ24Gt…","SalmanKhan"
0,"RT @AamirMeriJaan: All time opening records 

@aamir_khan - 5 out of 40 films ( 4 on non-holiday) 

@BeingSalmanKhan  - 4 out of 70+ films.…","SalmanKhan"
1,"RT @ColorsTV: We all love @BeingSalmanKhan's style on #BB10! But which look is your favourite? Tell us! https://t.co/MDiTHwyux2","SalmanKhan"
0,"RT @SRKFC_Russia: #HQ-6: King <ed><U+00A0><U+00BD><ed><U+00B1><U+0091> Khan #ShahRukhKhan with #SalmanKhan on the stage at #StarScreenAwards 2016 
@iamsrk @BeingSalmanKhan #Raees…","SalmanKhan"
0,"RT @STARTVUK: Coming soon to #StarPlusUK ... #StarScreenAwards2016 with the Badshah @iamsrk &amp; the Bhai @BeingSalmanKhan of Bollywood! https…","SalmanKhan"
0,"RT @iFaridoon: . @BeingSalmanKhan enters the arena on a tractor type vehicle... Crowd has stood up.. #Sultan songs playing loudly #StarScre…","SalmanKhan"
0,"RT @palakmuchhal3: With my Angel after winning the #StarScreenAwards for the Best Playback Singer last night!!!

@BeingSalmanKhan https://t…","SalmanKhan"
1,"RT @ColorsTV: We all love @BeingSalmanKhan's style on #BB10! But which look is your favourite? Tell us! https://t.co/MDiTHwyux2","SalmanKhan"
0,"RT @iamsrk: Thank u @beingsalmankhan &amp; @aliaa08 for the date of Imtiaz’s film. Ab bas title dhoond do! Wot u seek is seeking u… https://t.c…","SalmanKhan"
0,"RT @Sanaderella: grand entry @BeingSalmanKhan <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B2><U+0083><ed><U+00A0><U+00BD><ed><U+00B2><U+0083> just 26 days left to see his performance! 
 #StarScreenAwards https://t.co/oDl4sCdqfb","SalmanKhan"
2,"@BeingSalmanKhan you are great sir I love you and your dance your singing you movies vbigg boss too sir","SalmanKhan"
0,"RT @iFaridoon: Must Read:@iamsrk @BeingSalmanKhan and Rekha ji TOWER at #StarScreenAwards https://t.co/7jRC0K3hhD","SalmanKhan"
0,"@ColorsTV @BeingSalmanKhan @salmanuniv @BeingSalmanClub @SalmanKhanForum @SalmanKhanTwitt @SalmanManiaFC @BSKFanClub leather jacket look &lt;3","SalmanKhan"
0,"RT @pramodsrkian: More new HQ Pics : @iamsrk and @BeingSalmanKhan at the red carpet of StarScreenAwards, 2016.
#RaeesTrailerIn2Days https:/…","SalmanKhan"
0,"RT @iFaridoon: Must Read:@iamsrk @BeingSalmanKhan and Rekha ji TOWER at #StarScreenAwards https://t.co/7jRC0K3hhD","SalmanKhan"
0,"RT @being_gitu: @BeingSalmanKhan 

@iamsrk 

#StarScreenAwards https://t.co/iDp4wo8YHx","SalmanKhan"
0,"RT @SRKswarrior: First tweet shit like Salman .
Then get trolled .
Then cry foul <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> 
Aukaat @beingsalmankhan chutiya @Aani_Fatima 

 https…","SalmanKhan"
0,"RT @Bollyhungama: MUST WATCH! @BeingSalmanKhan, @iamsrk on doing a film together: ""Woh bhi ho hi jaayega..."" #StarScreenAwards https://t.co…","SalmanKhan"
0,"RT @palakmuchhal3: With my Angel after winning the #StarScreenAwards for the Best Playback Singer last night!!!

@BeingSalmanKhan https://t…","SalmanKhan"
0,"RT @palakmuchhal3: With my Angel after winning the #StarScreenAwards for the Best Playback Singer last night!!!

@BeingSalmanKhan https://t…","SalmanKhan"
0,"RT @BeingSalmanKhan: Actually I honesty wld  wanna b depended on n upon jaise ke  Love respect care share trust etc etc God bls n protest u…","SalmanKhan"
0,"RT @Sanaderella: grand entry @BeingSalmanKhan <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B2><U+0083><ed><U+00A0><U+00BD><ed><U+00B2><U+0083> just 26 days left to see his performance! 
 #StarScreenAwards https://t.co/oDl4sCdqfb","SalmanKhan"
1,"RT @Bollyhungama: ""Theme is friendship, so who better than @iamsrk &amp; me..."": @BeingSalmanKhan at #StarScreenAwards https://t.co/Wy6rHC76l5","SalmanKhan"
1,"RT @pinkvilla: Watch: @BeingSalmanKhan thinks #KatrinaKaif is the best actress, apes her #SheilaKiJawani step! https://t.co/sSPcfv3RUB","SalmanKhan"
0,"RT @Showbiz_IT: #KoffeeWithKaran: @BeingSalmanKhan on sharing underwear with his brothers, #KatrinaKaif, relationships &amp; much more https://…","SalmanKhan"
1,"RT @Bollyhungama: ""Theme is friendship, so who better than @iamsrk &amp; me..."": @BeingSalmanKhan at #StarScreenAwards https://t.co/Wy6rHC76l5","SalmanKhan"
1,"@palakmuchhal3 @BeingSalmanKhan congratulation","SalmanKhan"
0,"RT @palakmuchhal3: With my Angel after winning the #StarScreenAwards for the Best Playback Singer last night!!!

@BeingSalmanKhan https://t…","SalmanKhan"
1,"@BeingSalmanKhan @SplashFashions love you paji","SalmanKhan"
0,"RT @StarAnilJha: They came,they conquered &amp; they made it awesome @BeingSalmanKhan @iamsrk thank u for making #StarScreenAwards so big https…","SalmanKhan"
0,"RT @palakmuchhal3: With my Angel after winning the #StarScreenAwards for the Best Playback Singer last night!!!

@BeingSalmanKhan https://t…","SalmanKhan"
0,"RT @STARTVUK: Coming soon to #StarPlusUK ... #StarScreenAwards2016 with the Badshah @iamsrk &amp; the Bhai @BeingSalmanKhan of Bollywood! https…","SalmanKhan"
0,"RT @Bollyhungama: WOW! “@BeingSalmanKhan HANDSOMENESS mein NUMBER ONE…”: @iamsrk #StarScreenAwards https://t.co/aQme2q6FKX","SalmanKhan"
1,"@rajbansal9 @IamDuRLove @BeingSalmanKhan @AnushkaSharma well it was the biggest grosser at least","SalmanKhan"
1,"RT @Bollyhungama: ""Theme is friendship, so who better than @iamsrk &amp; me..."": @BeingSalmanKhan at #StarScreenAwards https://t.co/Wy6rHC76l5","SalmanKhan"
0,"RT @RealVinduSingh: Super fun @RanveerOfficial &amp;  @BeingSalmanKhan
#Befikre HUGE HIT<ed><U+00A0><U+00BD><ed><U+00B1><U+008D>
Feel sad 4r MANU
God gv him d strength 2bear dis irre…","SalmanKhan"
0,"RT @Salman_Preeti: About last night #StarScreenAwards @BeingSalmanKhan n @iamsrk https://t.co/NlhWEprmIy","SalmanKhan"
0,"RT @Popdiarieslive: Exclusive Video: A glimpse of @BeingSalmanKhan's Performance last night at 23rd Star Screen Awards. #StarScreenAwards h…","SalmanKhan"
-1,"RT @iFaridoon: . @BeingSalmanKhan and @iamsrk at #StarScreenAwards last night... They were a rage!!! https://t.co/aewpEL3gKG","SalmanKhan"
1,"RT @ColorsTV: We all love @BeingSalmanKhan's style on #BB10! But which look is your favourite? Tell us! https://t.co/MDiTHwyux2","SalmanKhan"
0,"RT @s_shenaz: Dashing @BeingSalmanKhan lukng HOT &lt;3 What A Entry Wow Cant Wait For Watch #StarScreenAwards #2016 @iamsrk :) https://t.co/gi…","SalmanKhan"
0,"RT @Sanaderella: grand entry @BeingSalmanKhan <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B2><U+0083><ed><U+00A0><U+00BD><ed><U+00B2><U+0083> just 26 days left to see his performance! 
 #StarScreenAwards https://t.co/oDl4sCdqfb","SalmanKhan"
-1,"RT @iFaridoon: . @BeingSalmanKhan and @iamsrk at #StarScreenAwards last night... They were a rage!!! https://t.co/aewpEL3gKG","SalmanKhan"
0,"RT @RealVinduSingh: Super fun @RanveerOfficial &amp;  @BeingSalmanKhan
#Befikre HUGE HIT<ed><U+00A0><U+00BD><ed><U+00B1><U+008D>
Feel sad 4r MANU
God gv him d strength 2bear dis irre…","SalmanKhan"
0,"RT @palakmuchhal3: With my Angel after winning the #StarScreenAwards for the Best Playback Singer last night!!!

@BeingSalmanKhan https://t…","SalmanKhan"
1,"RT @ColorsTV: We all love @BeingSalmanKhan's style on #BB10! But which look is your favourite? Tell us! https://t.co/MDiTHwyux2","SalmanKhan"
0,"RT @iamsrk: Thank u @beingsalmankhan &amp; @aliaa08 for the date of Imtiaz’s film. Ab bas title dhoond do! Wot u seek is seeking u… https://t.c…","SalmanKhan"
0,"@priya66939816 @ISalman_Rules @BeingSalmanKhan @iamsrk @Ak47Damani Nyc Salman Bhaii . Zabrdast. @Salman_Army_","SalmanKhan"
0,"RT @Popdiarieslive: Exclusive Video: A glimpse of @BeingSalmanKhan's Performance last night at 23rd Star Screen Awards. #StarScreenAwards h…","SalmanKhan"
0,"RT @GJPNETWORK: Two #Bollywood khan @BeingSalmanKhan &amp; @iamsrk fun time on the stage at #StarScreenAwards | #Mumbai | #India https://t.co/m…","SalmanKhan"
0,"RT @palakmuchhal3: With my Angel after winning the #StarScreenAwards for the Best Playback Singer last night!!!

@BeingSalmanKhan https://t…","SalmanKhan"
0,"RT @SKsCombat: Vote For Best Salman Khan Fan!! 
RT FOR @TheGautamGulati 

FAV FOR @iamsrk 

#StarScreenAwards 
@BeingSalmanKhan https://t.c…","SalmanKhan"
0,"RT @iFaridoon: . @iamsrk wipes @BeingSalmanKhan 's sweat from forehead as they watch #KaranArjun clip #StarScreenAwards","SalmanKhan"
1,"@iFaridoon Thank you sooooo much @iamsrk you are a darling 4 @BeingSalmanKhan but unfair to me, Im very hurt with you :)","SalmanKhan"
0,"RT @Bollyhungama: WOW! “@BeingSalmanKhan HANDSOMENESS mein NUMBER ONE…”: @iamsrk #StarScreenAwards https://t.co/aQme2q6FKX","SalmanKhan"
0,"RT @being_farhan_D: Feel the difference.
@BeingSalmanKhan =<ed><U+00A0><U+00BD><ed><U+00B8><U+008D>
@iamsrk =<ed><U+00A0><U+00BD><ed><U+00B2><U+00A9> https://t.co/p4yCmz222f","SalmanKhan"
0,"RT @StarAnilJha: They came,they conquered &amp; they made it awesome @BeingSalmanKhan @iamsrk thank u for making #StarScreenAwards so big https…","SalmanKhan"
0,"RT @Lucky_1627: Most Loved Megastar @BeingSalmanKhan 
@ppritam009 @bansode_sunny @Being_Kunnu_ @SKsCombat @SanaAfsal @LoyalSalmanFan @Sabin…","SalmanKhan"
0,"RT @Salman_Preeti: The energy of @BeingSalmanKhan is unmatchable https://t.co/grunesR5xS","SalmanKhan"
0,"RT @RealVinduSingh: Super fun @RanveerOfficial &amp;  @BeingSalmanKhan
#Befikre HUGE HIT<ed><U+00A0><U+00BD><ed><U+00B1><U+008D>
Feel sad 4r MANU
God gv him d strength 2bear dis irre…","SalmanKhan"
1,"RT @Salman_Preeti: @BeingSalmanKhan backstage with fans last night during #StarScreenAwards https://t.co/mKs5gLCJTT","SalmanKhan"
0,"RT @palakmuchhal3: With my Angel after winning the #StarScreenAwards for the Best Playback Singer last night!!!

@BeingSalmanKhan https://t…","SalmanKhan"
0,"Everyday and everytime @iamsrk admits that @BeingSalmanKhan leads him in every field and his fans never agree with… https://t.co/cfZ3HbK2HD","SalmanKhan"
0,"RT @iFaridoon: Hey Arnab Goswamy u questioned @BeingSalmanKhan 's 50+ age... Come here.. Watch the superstar make crowd Go CRAZY #StarScree…","SalmanKhan"
1,"RT @pamelyi: @BeingSalmanKhan @iamsrk thank u for making my day special.....!! https://t.co/oL9xWfpWgd","SalmanKhan"
0,"RT @priya66939816: @BeingSalmanKhan 
22 Days To Go For super<ed><U+00A0><U+00BC><ed><U+00BC><U+009F> 
#SALMANKHANBirthdayMonth 
<ed><U+00A0><U+00BC><ed><U+00BE><U+0082><ed><U+00A0><U+00BC><ed><U+00BE><U+0086><ed><U+00A0><U+00BC><ed><U+00BE><U+008A><ed><U+00A0><U+00BC><ed><U+00BE><U+0089> https://t.co/JS9OpvDONF","SalmanKhan"
4,"RT @iFaridoon: Super cool @BeingSalmanKhan serenading the crowd... What a relaxed guy man.. Wow #StarScreenAwards https://t.co/DrY3WUzr5t","SalmanKhan"
0,"RT @BeingSalmanKhan: At Koffee with Karan shoot #koffeecentury https://t.co/E8R8yKYfFU","SalmanKhan"
1,"@beingsalmankhan I am your big fan love you alot","SalmanKhan"
0,"RT @Popdiarieslive: Exclusive Video: A glimpse of @BeingSalmanKhan's Performance last night at 23rd Star Screen Awards. #StarScreenAwards h…","SalmanKhan"
0,"RT @iFaridoon: . @iamsrk wipes @BeingSalmanKhan 's sweat from forehead as they watch #KaranArjun clip #StarScreenAwards","SalmanKhan"
0,"RT @priya66939816: @BeingSalmanKhan &amp; @iamsrk
Hosting together  #StarScreenAwards https://t.co/zgHfjhwTIp","SalmanKhan"
0,"RT @Suhana_Khan12: @iamsrk and @BeingSalmanKhan black twinning!! https://t.co/1rmm0hyoRK","SalmanKhan"
0,"RT @StarAnilJha: They came,they conquered &amp; they made it awesome @BeingSalmanKhan @iamsrk thank u for making #StarScreenAwards so big https…","SalmanKhan"
1,"RT @ColorsTV: We all love @BeingSalmanKhan's style on #BB10! But which look is your favourite? Tell us! https://t.co/MDiTHwyux2","SalmanKhan"
0,"RT @ZoomTV: #WOW: @iamsrk and @BeingSalmanKhan at an award function<ed><U+00A0><U+00BD><ed><U+00B8><U+008D><U+2764>

Which one is your favourite?

RT and tell us now! https://t.co/AFFAI…","SalmanKhan"
1,"RT @pinkvilla: Watch: @BeingSalmanKhan thinks #KatrinaKaif is the best actress, apes her #SheilaKiJawani step! https://t.co/sSPcfv3RUB","SalmanKhan"
0,"I have to watch this segment..!!
Baes @BeingSalmanKhan @iamsrk https://t.co/IkNuqayWcx","SalmanKhan"
0,"RT @Salman_Preeti: The energy of @BeingSalmanKhan is unmatchable https://t.co/grunesR5xS","SalmanKhan"
0,"RT @palakmuchhal3: With my Angel after winning the #StarScreenAwards for the Best Playback Singer last night!!!

@BeingSalmanKhan https://t…","SalmanKhan"
0,"@iFaridoon @iamsrk @BeingSalmanKhan Please, arrange this pic soon I want to remember @sonamakapoor wiping Salman's forehead","SalmanKhan"
0,"RT @SRKswarrior: First tweet shit like Salman .
Then get trolled .
Then cry foul <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> 
Aukaat @beingsalmankhan chutiya @Aani_Fatima 

 https…","SalmanKhan"
0,"RT @Popdiarieslive: Exclusive Video: A glimpse of @BeingSalmanKhan's Performance last night at 23rd Star Screen Awards. #StarScreenAwards h…","SalmanKhan"
0,"RT @salmanuniv: Picture Of The Day ! 

@BeingSalmanKhan @iamsrk https://t.co/2JavgW6fC6","SalmanKhan"
0,"RT @rajbansal9: It is so sad that the biggest grosser of 2016 @BeingSalmanKhan @AnushkaSharma starrer #Sultan did not get any Award at #Sta…","SalmanKhan"
0,"RT @s_shenaz: Dashing @BeingSalmanKhan lukng HOT &lt;3 What A Entry Wow Cant Wait For Watch #StarScreenAwards #2016 @iamsrk :) https://t.co/gi…","SalmanKhan"
0,"@BeingSalmanKhan @Maqbool100Ch: I lv ur frndship &amp; lv u both stay blessed ... <ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BD><ed><U+00B8><U+008B><ed><U+00A0><U+00BD><ed><U+00B8><U+008D> https://t.co/V4l2szX4np","SalmanKhan"
0,"RT @Popdiarieslive: Video @BeingSalmanKhan And @iamsrk Performs On Didi Tera Dewar Deewana. #StarScreenAwards https://t.co/ltwvmUe0en","SalmanKhan"
0,"@BeingSalmanKhan <ed><U+00A0><U+00BD><ed><U+00B8><U+0084>","SalmanKhan"
1,"Two #Bollywood khan @BeingSalmanKhan &amp; @iamsrk fun time on the stage at #StarScreenAwards | #Mumbai | #India https://t.co/mQrfjpEFfa","SalmanKhan"
1,"RT @ColorsTV: We all love @BeingSalmanKhan's style on #BB10! But which look is your favourite? Tell us! https://t.co/MDiTHwyux2","SalmanKhan"
0,"RT @Bollyhungama: ""@BeingSalmanKhan &amp; maine toh itna bada panga bhi nahi kiya tha, hum khudi darr gaye..."": @iamsrk #StarScreenAwards https…","SalmanKhan"
0,"RT @Bollyhungama: ""@BeingSalmanKhan &amp; maine toh itna bada panga bhi nahi kiya tha, hum khudi darr gaye..."": @iamsrk #StarScreenAwards https…","SalmanKhan"
0,"RT @priya66939816: Exclusive pics...
@BeingSalmanKhan n @iamsrk  #StarScreenAwards 
Exchange of Blazers last night https://t.co/vNFVbraset","SalmanKhan"
0,"RT @priya66939816: @BeingSalmanKhan 
22 Days To Go For super<ed><U+00A0><U+00BC><ed><U+00BC><U+009F> 
#SALMANKHANBirthdayMonth 
<ed><U+00A0><U+00BC><ed><U+00BE><U+0082><ed><U+00A0><U+00BC><ed><U+00BE><U+0086><ed><U+00A0><U+00BC><ed><U+00BE><U+008A><ed><U+00A0><U+00BC><ed><U+00BE><U+0089> https://t.co/JS9OpvDONF","SalmanKhan"
0,"RT @LMGEntertainmen: Blockbuster Duo Karan - @BeingSalmanKhan @iamsrk #livemithila
#RaeesTrailerIn2Days #tubelight #Raees #ShahRukhKhan  #s…","SalmanKhan"
0,"@SAIFMEM48359471 @ZoomTV @Asli_Jacqueline @BeingSalmanKhan <U+270C> best Jodi","SalmanKhan"
0,"RT @LMGEntertainmen: Blockbuster Duo Karan - @BeingSalmanKhan @iamsrk #livemithila
#RaeesTrailerIn2Days #tubelight #Raees #ShahRukhKhan  #s…","SalmanKhan"
0,"@BeingSalmanKhan  Aap se bahut mohabbat hai Sallu bhai is liye ki Aap ke dil me Sab ke liye  dard hai kash Apse mil Pata . Allah hafiz","SalmanKhan"
1,"RT @pamelyi: @BeingSalmanKhan @iamsrk thank u for making my day special.....!! https://t.co/oL9xWfpWgd","SalmanKhan"
0,"@BeingPrem_ @BeingSalmanKhan hmmm tq","SalmanKhan"
1,"RT @ColorsTV: We all love @BeingSalmanKhan's style on #BB10! But which look is your favourite? Tell us! https://t.co/MDiTHwyux2","SalmanKhan"
0,"RT @BeingPrem_: @ishchawla17 @BeingSalmanKhan 

HBD bol do...meri taraf se...<ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B8><U+008A>","SalmanKhan"
0,"RT @iFaridoon: . @BeingSalmanKhan was a rage as he brought in 2017.. He urged everyone to spread love n respect #StarScreenAwards https://t…","SalmanKhan"
0,"RT @Bollyhungama: WOW! “@BeingSalmanKhan HANDSOMENESS mein NUMBER ONE…”: @iamsrk #StarScreenAwards https://t.co/aQme2q6FKX","SalmanKhan"
0,"RT @StarAnilJha: They came,they conquered &amp; they made it awesome @BeingSalmanKhan @iamsrk thank u for making #StarScreenAwards so big https…","SalmanKhan"
0,"@iFaridoon @BeingSalmanKhan  cnt wait for his performance.","SalmanKhan"
1,"#StarScreenAwards2016 @BeingSalmanKhan  and @iamsrk looking handsome as ever.
https://t.co/jSuOOrAmo5 https://t.co/q0QA8gVSAW","SalmanKhan"
0,"@being_farhan_d @beingsalmankhan @iamsrk kaha national highway or kaha ubad khabad road ;p","SalmanKhan"
0,"@SAIFMEM48359471 @ZoomTV @Asli_Jacqueline @BeingSalmanKhan hangover Teri yaado kaa hangover Teri baato ka <ed><U+00A0><U+00BD><ed><U+00B2><U+0093><ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BD><ed><U+00B2><U+0095>","SalmanKhan"
1,"RT @BeingSalmanKhan: Hello UAE Happy National Day from all of us @SplashFashions","SalmanKhan"
0,"@Bollyhungama Num half <ed><U+00A0><U+00BD><ed><U+00B8><U+0086><ed><U+00A0><U+00BD><ed><U+00B8><U+0086>@iamsrk SRK is absolutely right &amp; @BeingSalmanKhan has a great sense of humor","SalmanKhan"
0,"RT @BeingSalmanKhan: At Koffee with Karan shoot #koffeecentury https://t.co/E8R8yKYfFU","SalmanKhan"
0,"RT @filmfare: .@iamsrk and @BeingSalmanKhan have been bonding big time and we’re loving it!

https://t.co/OZY9hfEp7r","SalmanKhan"
0,"@Jacqeefernz @SAIFMEM48359471 @HerambKasar @ZoomTV @Asli_Jacqueline  @BeingSalmanKhan","SalmanKhan"
