"score","text","name"
-1,"RT @KadelSumit: #RaeesTrailerIn2Days Get ready to witness @iamsrk most evil persona after Darr , The Real EVIL . Dhamaka on its way #Raees .","SRK"
0,"RT @iamsrk: Raees Trailer out in3 days. Feel the happiest when I am on Raees set. My highlite of the day…. https://t.co/0Di15Tyg5V","SRK"
1,"RT @iamsrk: Raees late nite shoot &amp; our beautiful AD team gets me the t shirt which says it all for Raees in the film.","SRK"
2,"RT @iamsrk: Wow very well done.  https://t.co/EozoDFQdWo","SRK"
0,"RT @KattarSalmaniac: Media to SRK : About SKs Handsomeness Rank?
@iamsrk : Genuinely handsomeness main no.1 hona chahiye
@BeingSalmanKhan:…","SRK"
0,"RT @BornSRKianAbhi: ""BoxOfficeIndia""

#DearZindagi 
@MaheshNBhatt @aliaa08 @KajolAtUN @iamsrk @BeingSalmanKhan @aamir_khan @akshaykumar @aj…","SRK"
0,"RT @srklilprincess: Personal opinion  @iamsrk  will always present roles as legends in Bollywood. But # Fan  took his acting to another lev…","SRK"
0,"RT @iamsrk: That’s so cool @SRKAarush thanks https://t.co/Sn0XbnYEKL","SRK"
1,"RT @Bollyhungama: ""Theme is friendship, so who better than @iamsrk &amp; me..."": @BeingSalmanKhan at #StarScreenAwards https://t.co/Wy6rHC76l5","SRK"
0,"RT @BornSRKianAbhi: ""BoxOfficeIndia""

#DearZindagi 
@MaheshNBhatt @aliaa08 @KajolAtUN @iamsrk @BeingSalmanKhan @aamir_khan @akshaykumar @aj…","SRK"
1,"RT @iamsrk: U guys make me blush. @thetanmay &amp; @mojorojo  keep on being as talented as you are and spread laughs. https://t.co/vrUu11XAHb","SRK"
2,"RT @iamsrk: Wow very well done.  https://t.co/EozoDFQdWo","SRK"
2,"RT @iFaridoon: Super blockbuster Khans @BeingSalmanKhan and @iamsrk talk to the media #StarScreenAwards https://t.co/ZeSY3UVEFh","SRK"
1,"RT @iamsrk: I really enjoyed the making of the films that will follow. Real live interaction with people.  https://t.co/av5RaT2d1w","SRK"
0,"RT @ZoomTV: Here's another lovely picture of @iamsrk with Suhana and Aryan Khan

<U+2764><U+FE0F> if love this picture of the actor with his kids https:/…","SRK"
0,"RT @ZoomTV: #WOW: @iamsrk and @BeingSalmanKhan at an award function<ed><U+00A0><U+00BD><ed><U+00B8><U+008D><U+2764>

Which one is your favourite?

RT and tell us now! https://t.co/AFFAI…","SRK"
0,"RT @ieEntertainment: #Raees: @iamsrk teases fans with ‘Battery nahi bolneka’ T-shirt before trailer launch, see pics
https://t.co/c9b1xCaSQ…","SRK"
-1,"RT @iFaridoon: . @BeingSalmanKhan and @iamsrk at #StarScreenAwards last night... They were a rage!!! https://t.co/aewpEL3gKG","SRK"
1,"@iamsrk we love u srk","SRK"
0,"RT @iamsrk: Raees Trailer out in3 days. Feel the happiest when I am on Raees set. My highlite of the day…. https://t.co/0Di15Tyg5V","SRK"
3,"RT @iamsrk: Onwards to enjoy the film with the audience. Freedom to celebrate...feel happy. #AzaadiExpress http://t.co/wWx2VzSiaE","SRK"
2,"RT @rishteycineplex: #RaeesTrailerIn2Days and @iamsrk is too excited! Are you excited to watch him? https://t.co/gIn1UFRafS","SRK"
0,"RT @iamsrk: Happy Navratri from Sydney. Temptations team sends greetings.Chang &amp; Honey Singh kept Vrat,that's why not in pic! http://t.co/S…","SRK"
3,"RT @iamsrk: Onwards to enjoy the film with the audience. Freedom to celebrate...feel happy. #AzaadiExpress http://t.co/wWx2VzSiaE","SRK"
0,"RT @STARTVUK: Coming soon to #StarPlusUK ... #StarScreenAwards2016 with the Badshah @iamsrk &amp; the Bhai @BeingSalmanKhan of Bollywood! https…","SRK"
0,"RT @iamsrk: Sometimes just a conversation irrespective of the context...happy or sad...makes u realise how ur life has been touched by worl…","SRK"
0,"RT @SRKswarrior: ""Theme is friendship, so who better than @iamsrk &amp; me..."" - @BeingSalmanKhan 

#RaeesTrailerIn2Days

https://t.co/ypUQ24Gt…","SRK"
2,"RT @OmiADian: Everyday and everytime @iamsrk admits that @BeingSalmanKhan leads him in every field and his fans never agree with him.","SRK"
0,"RT @RaeesTheFilm: We're loving the entries for #RaeesTrailerIn2Days. Keep them coming for a chance to interact live with @iamsrk! https://t…","SRK"
0,"RT @ShriyaP: Aah!! I have the biggest smile on my face right now :) Thank u so much for your kind words!! @iamsrk @FanTheFilm https://t.co/…","SRK"
0,"RT @pramodsrkian: More Pics : @iamsrk and @BeingSalmanKhan at the red carpet of StarScreenAwards, 2016.  #RaeesTrailerIn2Days https://t.co/…","SRK"
0,"RT @Bollyhungama: MUST WATCH! @BeingSalmanKhan, @iamsrk on doing a film together: ""Woh bhi ho hi jaayega..."" #StarScreenAwards https://t.co…","SRK"
0,"RT @BeingSalmanKhan: .@iamsrk ki film aa Rahi hai . Date Maine decide kar di hai . Title tum log decide kardo . Best of luck @AnushkaSharma…","SRK"
0,"RT @pramodsrkian: More Pics : @iamsrk and @BeingSalmanKhan at the red carpet of StarScreenAwards, 2016. #RaeesTrailerIn2Days https://t.co/I…","SRK"
0,"RT @PaytmTickets: Make Sunday more exciting with Jug &amp; Kaira in #DearZindagi. Book tickets now.  https://t.co/NLi4KdwemT @aliaa08 @iamsrk h…","SRK"
0,"RT @RaeesTheFilm: We're loving the entries for #RaeesTrailerIn2Days. Keep them coming for a chance to interact live with @iamsrk! https://t…","SRK"
0,"RT @RaeesTheFilm: Last chance to win passes to the exclusive trailer launch &amp; live interaction with @iamsrk! Contest starts very soon. #Rae…","SRK"
0,"RT @iFaridoon: . @BeingSalmanKhan and @iamsrk say that they are brothers since many generations and on cue... #KaranArjun clip starts #Star…","SRK"
0,"RT @Bollyhungama: MUST WATCH! @BeingSalmanKhan, @iamsrk on doing a film together: ""Woh bhi ho hi jaayega..."" #StarScreenAwards https://t.co…","SRK"
0,"RT @Popdiarieslive: Video @BeingSalmanKhan And @iamsrk Performs On Didi Tera Dewar Deewana. #StarScreenAwards https://t.co/ltwvmUe0en","SRK"
0,"RT @Bollyhungama: WOW! “@BeingSalmanKhan HANDSOMENESS mein NUMBER ONE…”: @iamsrk #StarScreenAwards https://t.co/aQme2q6FKX","SRK"
0,"RT @Shahebaz4Srk: @iamsrk you are such a great impact on us. Hope this brings smile on ur face. The King Khan Pose.. <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> https://t.co/e5VN7IN…","SRK"
0,"RT @khaleejtimes: FIRST TEASER IS OUT! @iamsrk Shah Rukh Khan invites you to 'my #Dubai' 
Watch video &gt;&gt; https://t.co/EO0yX8CtfT https://t.…","SRK"
0,"everyone needs one dimaag ka Doctor  to help in solving the Puzzle of life  <ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BD><ed><U+00B8><U+0098><ed><U+00A0><U+00BD><ed><U+00B8><U+0098> @aliaa08 @iamsrk #DearZindagi","SRK"
2,"RT @Bollyhungama: ""I am VERY HAPPY #DearZindagi has turned out WELL"": @iamsrk at #StarScreenAwards https://t.co/GIQ8DOrscq","SRK"
0,"RT @Shahebaz4Srk: @iamsrk you are such a great impact on us. Hope this brings smile on ur face. The King Khan Pose.. <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> https://t.co/e5VN7IN…","SRK"
1,"RT @BornSRKianAbhi: Dashing @iamsrk https://t.co/rZS4mXNulq","SRK"
0,"RT @iamsrk: Raees Trailer out in3 days. Feel the happiest when I am on Raees set. My highlite of the day…. https://t.co/0Di15Tyg5V","SRK"
3,"RT @iamsrk: So happy the little one is getting so much love. Well done @aliaa08 &amp; @gauris https://t.co/qlCzjT904M","SRK"
0,"RT @iamsrk: I only have to see the beauty next to me and I feel happy….happiest….&amp; I have her hair. Yay. http://t.co/xOe7vC2BPD","SRK"
0,"RT @MyLifeIsSRK: Then I was just 4 &amp; now I'm 25.. @iamsrk Thank You Sir for making my childhood &amp; my entire life so beautiful <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+0087> Love you f…","SRK"
0,"RT @iamsrk: Thank u all for the love this small lil film is getting. I feel so proud that I could be a part of @gauris &amp; @aliaa08 journey.#…","SRK"
0,"RT @salmanuniv: Picture Of The Day ! 

@BeingSalmanKhan @iamsrk https://t.co/2JavgW6fC6","SRK"
0,"RT @Khan_azwaSrkian: @iamsrk love youuuu soooo muchhh<ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BD><ed><U+00B2><U+0095><ed><U+00A0><U+00BD><ed><U+00B2><U+0095>","SRK"
2,"RT @iamsrk: ok now off to some work....good chatting with u all...love and happiness and have a good life all of u.","SRK"
0,"RT @iamsrk: Dear Viewers thank u for the special love. Big thx 2 @DharmaMovies @RedChilliesEnt for the special release strategy. https://t.…","SRK"
2,"RT @iamsrk: @bomanirani congratulations my man...love and happiness to the couple and our nite out is pending","SRK"
1,"RT @iamsrk: @jiteshpillaai don't block them...sometimes u need to let ppl feel important by disliking u. Its their lil happiness","SRK"
0,"RT @iamsrk: @SrBachchan yippeeee!!! All love & health & happiness...this is Masha Allah absolutely beautiful. Bless u Sir. This calls for a…","SRK"
5,"RT @iamsrk: @DuttaLara hopeu r well and healthy...just saw the song...u look awesome. Bless u darling and happiness to u.","SRK"
0,"@KadelSumit @gauris @iamsrk 70 cr lifetime likh lo! Superhit <ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><ed><U+00A0><U+00BD><ed><U+00B4><U+00A5><ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BD><ed><U+00B1><U+008C>

#RaeesTrailerIn2Days","SRK"
0,"RT @iamsrk: Thanx all of u for all ur wishes on behalf of my Team & family. You all r very kind...God bless u all. My happiness is ur gift.…","SRK"
0,"RT @ManfredSShah: ""Congratulation""  @iamsrk  #ShahRukhKhan  #DearZindagi #Movie 
#Bollywood @filmfare @aliaa08 
#Technoshape @techno_shape…","SRK"
0,"RT @iamsrk: Battery nahi Bolne ka…. https://t.co/lETNnkozVr","SRK"
1,"RT @iamsrk: Raees late nite shoot &amp; our beautiful AD team gets me the t shirt which says it all for Raees in the film.","SRK"
0,"RT @iamsrk: God said come forth and get eternal happiness...i came first and took stardom instead. i read it somewhere just felt like repea…","SRK"
0,"RT @iamsrk: Raees Trailer out in3 days. Feel the happiest when I am on Raees set. My highlite of the day…. https://t.co/0Di15Tyg5V","SRK"
0,"RT @iamsrk: Sitting with soundarya & seeing the edit of rajini sir's shoot.he is like a celestial being...the whole office is beaming with…","SRK"
1,"RT @rohitroy500: A guy who wears glasses :-) they don't like being called battery! @iamsrk wears glasses in the film https://t.co/TtPQm8T06X","SRK"
0,"RT @iamsrk: bringing life on earth is the most beautiful gift of God.Allah bless Ajay & Kajol with happiness & health.son of a devgun wow…","SRK"
0,"@OYERJALOK @KapilSharmaK9 @WhoSunilGrover @iamsrk @aliaa08  very @funy sir","SRK"
2,"RT @iamsrk: Wow very well done.  https://t.co/EozoDFQdWo","SRK"
0,"RT @Shahebaz4Srk: @iamsrk you are such a great impact on us. Hope this brings smile on ur face. The King Khan Pose.. <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> https://t.co/e5VN7IN…","SRK"
0,"RT @iamsrk: Wherever…However….Whatever….the first rule is..The Show must go on. The second is be happy…. http://t.co/nrQixkXpj7","SRK"
2,"RT @iamsrk: Wow very well done.  https://t.co/EozoDFQdWo","SRK"
0,"RT @iamsrk: asked for happiness for all my twitter friends (the nasty ones too ha ha)..& asked Allah to give me the strength to be more giv…","SRK"
0,"RT @SRKswarrior: ""Theme is friendship, so who better than @iamsrk &amp; me..."" - @BeingSalmanKhan 

#RaeesTrailerIn2Days

https://t.co/ypUQ24Gt…","SRK"
0,"This wait is killing me. Really can't wait. I was never ever excited for any movie like #Raees @iamsrk see you soon… https://t.co/3sth9uhtlu","SRK"
0,"RT @iamsrk: had akshay kumar for company.was wonderful to be with him after so long.laughed for hours..we always do whenever v meet. happin…","SRK"
0,"RT @iamsrk: at yash raj studios...will be nice to see yashji & adi..havent met them in a while. hey uday r u there...see u all later. love…","SRK"
0,"RT @iamsrk: cant remember names so safer to call them sweetheart etc/yes satish bhai in ra.one too/love my kindle/would ask for happiness f…","SRK"
0,"RT @RaeesTheFilm: We're loving the entries for #RaeesTrailerIn2Days. Keep them coming for a chance to interact live with @iamsrk! https://t…","SRK"
0,"RT @iamsrk: yes there r times when i want to be alone...but hate being lonely. i get happiness only when i have an audience which is happy.…","SRK"
0,"RT @iamsrk: Thanks to Thanksgiving got to spend a lil time with my lil one. https://t.co/mssJfO8Slg","SRK"
0,"RT @SRKFC_Russia: Here’s What Ranbir Kapoor &amp; Karan Johar Have To Say About Gauri Khan https://t.co/vfZHu3EwiX
#GauriKhan @iamsrk 
#RaeesTr…","SRK"
0,"RT @iamsrk: Flying from NY the city of KHNH 30,000 ft in air. 13 yrs later Dr. Love aka Aman &amp; Jehangir still wanting girls to smile. #KHNH…","SRK"
0,"RT @SRKFC_Russia: #HQ-6: King <ed><U+00A0><U+00BD><ed><U+00B1><U+0091> Khan #ShahRukhKhan with #SalmanKhan on the stage at #StarScreenAwards 2016 
@iamsrk @BeingSalmanKhan #Raees…","SRK"
0,"RT @iamsrk: Have u ever felt the Cold Sunrays on ur face. Makes u believe in light..happiness &amp;     Vitamin D. SunkisseD..! http://t.co/uUS…","SRK"
1,"BHAI @iamsrk 
LOVE U .
KKHH IS LIFE &amp; @iamsrk IS LIFE.
NOTHING MATTERS MORE THAN U https://t.co/EkZDEQymW1","SRK"
0,"RT @deepsrkian: .It is not special to be special, it’s special to be ordinary
@iamsrk @SRKUniverse @SRKCHENNAIFC @JoySrkian 
 #RaeesTrailer…","SRK"
3,"RT @iamsrk: Onwards to enjoy the film with the audience. Freedom to celebrate...feel happy. #AzaadiExpress http://t.co/wWx2VzSiaE","SRK"
0,"RT @Mdzeeshanayyub: #Raees thanks to the whole AD team, @rahuldholakia  and obviously @iamsrk  sir...love for the lovely gift https://t.co/…","SRK"
0,"RT @iamsrk: Raees Trailer out in3 days. Feel the happiest when I am on Raees set. My highlite of the day…. https://t.co/0Di15Tyg5V","SRK"
3,"RT @iamsrk: Onwards to enjoy the film with the audience. Freedom to celebrate...feel happy. #AzaadiExpress http://t.co/wWx2VzSiaE","SRK"
0,"RT @STARTVUK: Coming soon to #StarPlusUK ... #StarScreenAwards2016 with the Badshah @iamsrk &amp; the Bhai @BeingSalmanKhan of Bollywood! https…","SRK"
0,"RT @iamsrk: Want to know what Kaira and I talk about? Join us for a #DearZindagiSession in cinemas. https://t.co/wpwsKicrYs","SRK"
0,"RT @iamsrk: @gauris call me.","SRK"
0,"RT @iamsrk: Happy Navratri from Sydney. Temptations team sends greetings.Chang &amp; Honey Singh kept Vrat,that's why not in pic! http://t.co/S…","SRK"
0,"RT @iamsrk: Got to learn so much from the lil one @aliaa08 &amp; the ever charming @gauris during our #DearZindagiSession. 

https://t.co/gL3Ii…","SRK"
0,"RT @iamsrk: Thanx for the 6 mil. Our love goes beyond numbers. Wish you all happiness beyond count &amp; love beyond measure. http://t.co/wQQQB…","SRK"
0,"We got talking with Gauri Shinde , the director of #DearZindagi . Read it in the link below! :) 
@iamsrk @aliaa08… https://t.co/YYCk8Jua4J","SRK"
0,"RT @iamsrk: Spent the day with little feet, lil hands, lil ears…with  a lil bundle of big happiness….Iil AbRam. Tranquility wrapped in diap…","SRK"
0,"RT @iamsrk: What a beautiful rain kissed day....Eid Mubarak. May Allah grant us all with peace &amp; a modicum of happiness. Bas itna sa khwab…","SRK"
0,"@iamsrk @chespion @RaeesTheFilm","SRK"
0,"RT @iamsrk: Thank u @beingsalmankhan &amp; @aliaa08 for the date of Imtiaz’s film. Ab bas title dhoond do! Wot u seek is seeking u… https://t.c…","SRK"
0,"RT @iamsrk: “Action may not always bring happiness, but there is no happiness without action.” William James
Keep working…. http://t.co/Gvs…","SRK"
0,"RT @Shahebaz4Srk: @iamsrk you are such a great impact on us. Hope this brings smile on ur face. The King Khan Pose.. <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> https://t.co/e5VN7IN…","SRK"
0,"RT @iamsrk: Eid Al Adha Mubarak to everyone. May all have the happiness that life has to offer.The littlest one wishes you too. http://t.co…","SRK"
0,"RT @iamsrk: Enroute Gaiety &amp; Galaxy with part team of HNY. Then to release the video of Sharaabi song….fun to participate in the happiness…","SRK"
0,"RT @iFaridoon: Must Read:@iamsrk @BeingSalmanKhan and Rekha ji TOWER at #StarScreenAwards https://t.co/7jRC0K3hhD","SRK"
0,"RT @iamsrk: Early morning in Kanpur. Will miss the happiness received here. Now onwards to Chandigarh &amp; then my home city Delhi.","SRK"
0,"RT @iamsrk: So much happiness…so many people to share it with. Hope I am ‘enough’ to do so…all my life. http://t.co/u7v4dWpui9","SRK"
0,"RT @iamsrk: Wishing everyone happiness &amp; peace 3 times over. May Allah give you all that u desire &amp; more this year &amp; ever after. http://t.c…","SRK"
0,"RT @pramodsrkian: More new HQ Pics : @iamsrk and @BeingSalmanKhan at the red carpet of StarScreenAwards, 2016.
#RaeesTrailerIn2Days https:/…","SRK"
0,"RT @iFaridoon: Must Read:@iamsrk @BeingSalmanKhan and Rekha ji TOWER at #StarScreenAwards https://t.co/7jRC0K3hhD","SRK"
3,"RT @iamsrk: Onwards to enjoy the film with the audience. Freedom to celebrate...feel happy. #AzaadiExpress http://t.co/wWx2VzSiaE","SRK"
